"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"203","FCHO2",-0.352923994940208,6.65863773835172,-4.36397404634307,0.00155959640316804,0.0124743699017953,-1.29944288356969,"NONE",FALSE,"High","Master Protein","Q0JRZ9","F-BAR domain only protein 2 [OS=Homo sapiens]",0,82.478,6,3,5,9,3,810,88.9,6.86,33.61,3,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;cytosol;other cell component","other molecular function","Pf00611, Pf10291","115548","A8K6W7; B2RNQ9; B4DHK0; E9PG79; hsa:115548; Q0JRZ9; Q0JTJ3; Q96CF5","ENSG00000157107","Cargo recognition for clathrin-mediated endocytosis",NA,2,0,96.4,100.2,101.4,116.7,106.2,118.8,95,97.6,86.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S387(100); S403(100); S488(100); S496(100)]",0,"ENSG00000157107"
"204","PLCD3",-0.381078507582579,6.65803399398573,-4.35961820655967,0.00156996704667934,0.0124743699017953,-1.30630818001676,"NONE",FALSE,"High","Master Protein","Q8N3E9","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 [OS=Homo sapiens]",0,79.647,11,4,4,9,4,789,89.2,6.98,52.08,4,"other metabolic processes;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;nucleus;other cell component","other molecular function","Pf00168, Pf00387, Pf00388, Pf14788","113026","hsa:113026; Q8N3E9; Q8TEC1; Q8TF37; Q96FL6","ENSG00000161714","Synthesis of IP3 and IP4 in the cytosol","GPR40 pathway; Resistin as a regulator of inflammation",3,0,98,96.4,89.4,122.6,108.3,121.1,98.5,93,91.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T37(100); S489(100); S496(100); S557(99.3)]",0,"ENSG00000161714"
"205","IRX1",-0.503438062755586,6.61207807880438,-4.3565185124154,0.0015773915225626,0.0124743699017953,-1.31119515571785,"NONE",FALSE,"High","Master Protein","P78414","Iroquois-class homeodomain protein IRX-1 [OS=Homo sapiens]",0,25.479,8,2,2,2,2,480,49.6,6.2,8.42,2,"developmental processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf05920","79192","hsa:79192; P78414; Q7Z2F8; Q8N312","ENSG00000170549","Nephron development",NA,1,0,96.5,93.2,97,122.4,123.3,107.3,92.7,94.4,75.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S267(100); S447(100)]",0,"ENSG00000170549"
"206","EBAG9",0.378865675314143,6.65265758815851,4.35520952888798,0.00158053801434167,0.0124743699017953,-1.31325927424761,"NONE",FALSE,"High","Master Protein","O00559","Receptor-binding cancer antigen expressed on SiSo cells [OS=Homo sapiens]",0,40.885,9,1,1,5,1,213,24.4,6.29,24.22,1,"other biological processes","other membranes;ER/Golgi;other cell component","enzyme regulator activity",NA,"9166","A8K3N6; hsa:9166; O00559; Q5Y8C7; Q6IB20; Q9BS76","ENSG00000147654","Estrogen-dependent gene expression",NA,1,0,90.9,88.6,99.3,90.6,92,88.7,119.5,108.9,127.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S36(100)]",0,"ENSG00000147654"
"207","SORT1",-0.538813697862504,6.64543719905153,-4.35450800057564,0.00158222706474977,0.0124743699017953,-1.31436559665912,"NONE",FALSE,"High","Master Protein","Q99523","Sortilin [OS=Homo sapiens]",0,6.453,2,2,2,7,1,831,92,5.74,12.64,2,"cell organization and biogenesis;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","other molecular function","Pf15901, Pf15902","6272","B4DWI3; C0JYZ0; hsa:6272; Q8IZ49; Q99523","ENSG00000134243","Golgi Associated Vesicle Biogenesis","Brain-derived neurotrophic factor (BDNF) signaling pathway; Neural crest cell migration in cancer; Cholesterol metabolism; Fatty acids and lipoproteins transport in hepatocytes",5,1,78.8,80.2,96.7,124.3,112.6,145.4,84.7,97.8,97.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S825(100)]",0,"ENSG00000134243"
"208","SRSF9",0.516357626066778,6.66165305722593,4.34127517302424,0.00161444863305926,0.0126672123516957,-1.33524598611258,"NONE",FALSE,"High","Master Protein","Q13242","Serine/arginine-rich splicing factor 9 [OS=Homo sapiens]",0.003,2.188,4,1,1,3,1,221,25.5,8.65,6.82,1,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus","other molecular function","Pf00076","8683","hsa:8683; Q13242; Q52LD1","ENSG00000111786","mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination","mRNA processing",6,0,81.7,100,99.1,83.6,83.6,90.7,137.7,110.9,122.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S189(100)]",0,"ENSG00000111786"
"209","RAD23B",0.766079958820137,6.60355756980031,4.33104744866339,0.00163982941400344,0.012804792361979,-1.35140011615588,"NONE",FALSE,"High","Master Protein","P54727","UV excision repair protein RAD23 homolog B [OS=Homo sapiens]",0,15.2,7,1,2,3,1,409,43.1,4.84,20.4,1,"protein metabolism;DNA metabolism;other metabolic processes;stress response;developmental processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00240, Pf00627, Pf09280","5887","B3KWK8; G5E9P0; hsa:5887; P54727; Q7Z5K8; Q8WUB0","ENSG00000119318","Josephin domain DUBs; Formation of Incision Complex in GG-NER; DNA Damage Recognition in GG-NER; N-glycan trimming in the ER and Calnexin/Calreticulin cycle","Nucleotide excision repair; DNA repair pathways, full network; Nucleotide excision repair in xeroderma pigmentosum ; HDAC6 interactions in the central nervous system",8,0,55.6,70.6,69,80.4,127.1,75.7,147.7,134.9,172.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T159(99.2); S160(99.2)]",0,"ENSG00000119318"
"210","DENND2A",0.387856865071766,6.6267725794128,4.31988030740622,0.00166802528944473,0.0129629393922562,-1.36905344564632,"NONE",FALSE,"High","Master Protein","Q9ULE3","DENN domain-containing protein 2A [OS=Homo sapiens]",0,40.521,7,4,5,7,3,1009,113.8,8.95,20.86,4,"transport","cytosol;cytoskeleton","enzyme regulator activity","Pf02141, Pf03455, Pf03456","27147","C9JUI3; hsa:27147; Q1RMD5; Q86XY0; Q9ULE3","ENSG00000146966","RAB GEFs exchange GTP for GDP on RABs",NA,1,0,78.6,77.1,81.8,103.5,81.9,95.5,110.7,129.9,136.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S365(100); S404(98.8); S776(100)]",0,"ENSG00000146966"
"211","TRAFD1",-0.286022127992689,6.65696122727149,-4.30300619756071,0.0017116098970665,0.0132386130427134,-1.39575897056354,"NONE",FALSE,"High","Master Protein","O14545","TRAF-type zinc finger domain-containing protein 1 [OS=Homo sapiens]",0,48.399,8,3,5,12,3,582,64.8,5.29,33.65,3,"other biological processes","mitochondrion","other molecular function","Pf21366","10906","A8K5L6; B4DI89; hsa:10906; O14545","ENSG00000135148",NA,NA,0,0,91.9,98.5,99.7,109.7,114.6,116.4,93.1,98.2,96.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S209(100); S327(99.5); S415(99.5)]",0,"ENSG00000135148"
"212","DDX21",0.368566100196191,6.65690424743676,4.28644399607336,0.00175556417443866,0.0134921144250413,-1.42200633708901,"NONE",FALSE,"High","Master Protein","Q9NR30","Nucleolar RNA helicase 2 [OS=Homo sapiens]",0,29.553,2,1,1,2,1,783,87.3,9.28,9.38,1,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes","cytosol;mitochondrion;nucleus;other cell component","enzyme regulator activity;nucleic acid binding activity;other molecular function","Pf00270, Pf00271, Pf08152","9188","B2RDL0; hsa:9188; Q13436; Q5VX41; Q68D35; Q9NR30","ENSG00000165732","B-WICH complex positively regulates rRNA expression; Major pathway of rRNA processing in the nucleolus and cytosol","10q11.21q11.23 copy number variation syndrome; Rubinstein-Taybi syndrome 1",4,0,85.8,83.2,77.5,100,102.9,91.6,121.3,128.5,125.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S121(100)]",0,"ENSG00000165732"
"213","ZDHHC14",-0.711120100754679,6.56073861247681,-4.28445622227266,0.00176091934591532,0.0134921144250413,-1.42515886486291,"NONE",FALSE,"High","Master Protein","Q8IZN3","Palmitoyltransferase ZDHHC14 [OS=Homo sapiens]",0,13.312,2,1,1,1,1,488,53.4,8.24,3.84,1,"protein metabolism;other metabolic processes;other biological processes","other membranes;ER/Golgi","other molecular function","Pf01529","79683","A6NDB7; hsa:79683; Q5JS07; Q5JS08; Q6PHS4; Q8IZN2; Q8IZN3; Q9H7F1","ENSG00000175048",NA,NA,0,0,113.5,125.3,81,106.7,131.9,114.1,68.1,87.6,75.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S455(100)]",0,"ENSG00000175048"
"214","ARHGAP12",-0.327036970390357,6.65987690038653,-4.27200941571923,0.00179484760257263,0.0136294085886956,-1.44491041552881,"NONE",FALSE,"High","Master Protein","Q8IWW6","Rho GTPase-activating protein 12 [OS=Homo sapiens]",0,137.194,15,8,13,35,8,846,96.2,7.61,107.48,8,"cell organization and biogenesis;transport;signal transduction;other biological processes","plasma membrane;other cell component","enzyme regulator activity","Pf00018, Pf00169, Pf00397, Pf00620, Pf16618","94134","B1ANY0; B1ANY1; B1ANY2; hsa:94134; Q504X1; Q86UB3; Q8IWW6; Q8IWW7; Q8N3L1; Q9NT76","ENSG00000165322","RAC1 GTPase cycle; RHOD GTPase cycle; RHOF GTPase cycle; RHOV GTPase cycle",NA,4,0,78.7,82.3,85.6,127.2,127.7,119.8,97.2,106.4,101.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S103(100); S165(100); S176(100); S201(100); S215(100); T231(99); S240(100); S303(100); S592(100)]",0,"ENSG00000165322"
"215","C1orf226",-0.359008578099248,6.5833566870217,-4.26995654207061,0.00180050965148582,0.0136294085886956,-1.44816996283337,"NONE",FALSE,"High","Master Protein","A1L170","Uncharacterized protein C1orf226 [OS=Homo sapiens]",0,53.061,24,5,7,11,5,272,29,5.27,31.57,5,NA,NA,NA,"Pf15429","400793","A1L170; B4DF31; hsa:400793","ENSG00000239887",NA,NA,0,0,108.4,117.5,113.7,90,101.9,109.9,80.5,84.1,84.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S198(99.6); S223(99.7); S249(100); S258(99.4)]",0,"ENSG00000239887"
"216","OSBP",0.358105984547083,6.65607862579329,4.26873335978898,0.00180389231320971,0.0136294085886956,-1.45011238229492,"NONE",FALSE,"High","Master Protein","P22059","Oxysterol-binding protein 1 [OS=Homo sapiens]",0,81.657,8,6,9,13,6,807,89.4,7.3,42.32,6,"cell organization and biogenesis;other metabolic processes;transport;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cell component","transporter activity;other molecular function","Pf00169, Pf01237","5007","hsa:5007; P22059; Q6P524","ENSG00000110048","Sphingolipid de novo biosynthesis; Synthesis of bile acids and bile salts",NA,2,0,100.6,102.3,103.9,91.9,69.6,94.6,104.3,115.7,120.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S193(100); S240(100); S379(100)]",0,"ENSG00000110048"
"217","ITSN1",-0.334409958789505,6.66465659986136,-4.25262037845298,0.00184908586290176,0.0139064890703026,-1.47571753444812,"NONE",FALSE,"High","Master Protein","Q15811","Intersectin-1 [OS=Homo sapiens]",0,64.282,5,5,6,11,5,1721,195.3,7.77,36.48,5,"transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","Pf00018, Pf00168, Pf00621, Pf07653, Pf12763, Pf14604, Pf16617, Pf16652","6453","A7Y322; A8CTX8; A8CTY3; A8CTY7; A8D7D0; A8DCP3; B4DTM2; E7ERJ1; E9PE44; E9PG01; E9PHV2; hsa:6453; O95216; Q0PW94; Q0PW95; Q0PW97; Q14BD3; Q15811; Q1ED40; Q20BK3; Q9UET5; Q9UK60; Q9UNK1; Q9UNK2; Q9UQ92","ENSG00000205726","Cargo recognition for clathrin-mediated endocytosis; CDC42 GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events; RHOQ GTPase cycle; RHOG GTPase cycle; EPHB-mediated forward signaling",NA,8,0,85.8,85,87.3,119.9,115,128.4,104,99.9,95,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S203(100); S559(100); S904(100); S986(100); S1137(100)]",0,"ENSG00000205726"
"218","APBA2",0.300849882050544,6.65345092557715,4.23404070086554,0.00190269048812815,0.0142439948469044,-1.50528309027911,"NONE",FALSE,"High","Master Protein","Q99767","Amyloid-beta A4 precursor protein-binding family A member 2 [OS=Homo sapiens]",0,30.401,2,2,2,3,2,749,82.5,4.86,15.79,2,"cell-cell signaling;transport;developmental processes;other biological processes","plasma membrane;other membranes;other cell component","other molecular function","Pf00595, Pf00640","321","E9PGI4; hsa:321; O60571; Q5XKC0; Q99767","ENSG00000034053; ENSG00000276495","Neurexins and neuroligins","IL-18 signaling pathway; 15q11q13 copy number variation",3,0,86.8,81.5,84.1,99,89.8,103.1,117,116.2,130.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S480(100)]",0,"ENSG00000034053"
"219","LRATD2",0.381954111994793,6.67765026904851,4.22150397089185,0.0019397882294956,0.014438686450562,-1.52525701139525,"NONE",FALSE,"High","Master Protein","Q96KN1","Protein LRATD2 [OS=Homo sapiens]",0,8.476,10,2,3,7,2,310,34.5,5.54,10.03,2,NA,"plasma membrane;other membranes;other cell component",NA,"Pf04970","157638","hsa:157638; Q96KN1","ENSG00000168672",NA,NA,0,0,87.3,85.5,84.5,102,85.9,98.6,118.6,139.8,117,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S12(100); T289(99.1)]",0,"ENSG00000168672"
"220","MAPT",-0.42317773566769,6.6551496544705,-4.2192990776198,0.00194639155583556,0.014438686450562,-1.52877194411438,"NONE",FALSE,"High","Master Protein","P10636","Microtubule-associated protein tau [OS=Homo sapiens]",0,262.68,23,17,29,81,2,758,78.9,6.71,262.14,17,"cell-cell signaling;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;nucleus;other cell component","cytoskeletal activity;nucleic acid binding activity;other molecular function","Pf00418","4137","hsa:4137; P10636; P18518; Q14799; Q15549; Q15550; Q15551; Q1RMF6; Q53YB1; Q5CZI7; Q5XWF0; Q6QT54; Q9UDJ3; Q9UMH0; Q9UQ96","ENSG00000186868; ENSG00000276155; ENSG00000277956","Caspase-mediated cleavage of cytoskeletal proteins","IL-5 signaling pathway; Microtubule cytoskeleton regulation; Alzheimer's disease and miRNA effects; Brain-derived neurotrophic factor (BDNF) signaling pathway; Kit receptor signaling pathway; Copper homeostasis; MAPK signaling pathway; IL-2 signaling pathway; Inclusion body myositis; Alzheimer's disease; DYRK1A involvement regarding cell proliferation in brain development; Neurogenesis regulation in the olfactory epithelium; HDAC6 interactions in the central nervous system",14,17,66.5,75.6,76.5,133.1,161.1,123.2,109.3,103,98.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S411(100); S438(100); T498(100); S516(99.2); S519(100); T529(99.6); T534(100); T548(100); S552(99.6); S579(99.8); S673(100); S713(100); S717(100); S733(99.5)]",0,"ENSG00000186868"
"221","ALG3",0.568109059430453,6.61186223943443,4.21194051056809,0.00196860206735506,0.0144798517445008,-1.54050698478931,"NONE",FALSE,"High","Master Protein","Q92685","Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase [OS=Homo sapiens]",0,23.3,3,1,1,2,1,438,50.1,9.44,8.13,1,"protein metabolism;other metabolic processes","other membranes;ER/Golgi","other molecular function","Pf05208","10195","A8JZZ6; hsa:10195; Q92685; Q9BT71","ENSG00000214160","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein; Defective ALG3 causes CDG-1d","N-glycan biosynthesis",3,0,65.7,67.6,62,93.7,76.8,121,125,139.7,176.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S13(100)]",0,"ENSG00000214160"
"222","CIR1",-0.347441621662576,6.3174743531746,-4.21158373774038,0.00196968571524459,0.0144798517445008,-1.54107611747023,"NONE",FALSE,"High","Master Protein","Q86X95","Corepressor interacting with RBPJ 1 [OS=Homo sapiens]",0,3.701,2,1,1,2,1,450,52.3,9.86,5.12,1,"RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","cytoskeleton;nucleus;other cell component","other molecular function","Pf10197","9541","A6NFI6; A8K8M4; hsa:9541; O95367; Q12804; Q4G1B9; Q6PJI4; Q86X95; Q8IWI2","ENSG00000138433",NA,"Notch signaling pathway",1,0,172.5,155.6,147.3,56.3,58.3,61.5,62.6,58.2,58.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S394(100)]",0,"ENSG00000138433"
"223","SLC3A2",0.708265650472141,6.58449142328173,4.20799566346756,0.00198061914894407,0.0144949347581916,-1.5468007780598,"NONE",FALSE,"High","Master Protein","P08195","Amino acid transporter heavy chain SLC3A2 [OS=Homo sapiens]",0,2.928,2,1,1,2,1,630,68,5.01,2.2,1,"other metabolic processes;transport;other biological processes","plasma membrane;other membranes;nucleus;other cytoplasmic organelle;other cell component","transporter activity;nucleic acid binding activity;other molecular function","Pf00128, Pf16028","6520","hsa:6520; J3KPF3; P08195; Q13543","ENSG00000168003","Tryptophan catabolism; Basigin interactions; Amino acid transport across the plasma membrane; Defective SLC7A7 causes lysinuric protein intolerance (LPI)","mRNA, protein, and metabolite inducation pathway by cyclosporin A; Ferroptosis; Proximal tubule transport; Pleural mesothelioma",8,0,114.8,104.9,122.8,76.4,63.5,57.6,128.4,91.8,120.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S165(100)]",0,"ENSG00000168003"
"224","YRDC",0.320319368745338,6.67173187866193,4.19878451851461,0.00200898200093152,0.0146078651354451,-1.56150416773721,"NONE",FALSE,"High","Master Protein","Q86U90","Threonylcarbamoyl-AMP synthase [OS=Homo sapiens]",0,10.839,5,1,1,2,1,279,29.3,8.57,6.66,1,"RNA metabolism OR transcription;other metabolic processes;other biological processes","plasma membrane;other membranes;mitochondrion;other cell component","nucleic acid binding activity;other molecular function","Pf01300","79693","hsa:79693; Q4W4X8; Q6NVW3; Q7L4E4; Q7Z2I4; Q86U90; Q9H5F8","ENSG00000196449",NA,NA,0,0,94.2,82.6,95.1,99.1,88.9,96.6,116.9,116.7,124.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S37(100)]",0,"ENSG00000196449"
"225","EPHB2",0.658752156209695,6.6415704343247,4.1971846310017,0.00201395199477644,0.0146078651354451,-1.56405907373219,"NONE",FALSE,"High","Master Protein","P29323","Ephrin type-B receptor 2 [OS=Homo sapiens]",0,16.868,2,2,2,6,2,1055,117.4,6.55,16.59,2,"cell-cell signaling;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component","signal transduction activity or receptor binding;kinase activity;other molecular function","Pf00041, Pf00536, Pf01404, Pf07699, Pf07714, Pf14575","2048","hsa:2048; O43477; P29323; Q5T0U6; Q5T0U7; Q5T0U8","ENSG00000133216","EPHB-mediated forward signaling; Ephrin signaling; L1CAM interactions; EPH-ephrin mediated repulsion of cells","Microtubule cytoskeleton regulation; Nod-like receptor (NLR) signaling pathway; Transcriptional activation by NRF2 in response to phytochemicals; VEGFA-VEGFR2 signaling; Neovascularization processes; NRF2-ARE regulation; Neural crest cell migration during development; Neural crest cell migration in cancer; Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution",14,0,82.9,85,80.7,103.2,54.6,95.3,129.8,155.6,121.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S575(100)]",0,"ENSG00000133216"
