"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"413","ANKRD6",0.594308552537296,6.64823038983184,5.13727316423473,0.000502022181504822,0.00198377772449363,-0.530806696573199,"UP",FALSE,"High","Master Protein","Q9Y2G4","Ankyrin repeat domain-containing protein 6 [OS=Homo sapiens]",0,22.202,6,2,2,3,2,727,79.9,9.32,6.85,2,"other biological processes","nucleus;other cell component",NA,"Pf12796","22881","B3KUC3; hsa:22881; Q5JUJ4; Q5JUJ5; Q8IUQ8; Q9NU24; Q9UFQ9; Q9Y2G4","ENSG00000135299",NA,NA,0,0,70.9,83.5,85.5,129.8,104.7,131.8,106.2,100,98.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S328(99.7)]",0,"ENSG00000135299"
"414","PAICS",-0.494161338176532,6.63195394867079,-5.12169882621904,0.000513178744927611,0.00202296548725087,-0.554101661551003,"NONE",FALSE,"High","Master Protein","P22234","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase [OS=Homo sapiens]",0,12.241,4,2,2,3,2,425,47,7.23,8.38,2,"other metabolic processes","cytosol;other cell component","other molecular function","Pf00731, Pf01259","10606","E9PDH9; hsa:10606; P22234; Q68CQ5","ENSG00000128050","Purine ribonucleoside monophosphate biosynthesis","Metabolic reprogramming in colon cancer",2,0,115.3,110.5,110.1,83.7,60.3,92.9,105.2,114.8,103.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S27(100); S107(100)]",0,"ENSG00000128050"
"415","PDE4B",-0.421522545772586,6.6194984550017,-5.1161206640742,0.000517239020604834,0.00203144586867344,-0.562453370950164,"NONE",FALSE,"High","Master Protein","Q07343-3","Isoform PDE4B3 of 3',5'-cyclic-AMP phosphodiesterase 4B [OS=Homo sapiens]",0,20.958,8,4,4,4,4,721,82,5.58,9.81,4,NA,NA,NA,NA,NA,"Q07343-3",NA,NA,NA,0,0,118.8,108,109,87.2,79.9,82.7,94.7,109.9,101.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S46(100); S182(100); S275(100); S717(99.6)]",0,"ENSG00000184588"
"416","SPTAN1",0.534546768292588,6.65950286070266,5.11532696783334,0.000517819535152054,0.00203144586867344,-0.563642060664929,"UP",FALSE,"High","Master Protein","Q13813","Spectrin alpha chain, non-erythrocytic 1 [OS=Homo sapiens]",0,166.924,7,13,17,27,13,2472,284.4,5.35,83.27,13,"cell organization and biogenesis","non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","Pf00018, Pf00435, Pf08726, Pf13499","6709","hsa:6709; Q13186; Q13813; Q15324; Q16606; Q59EF1; Q5VXV5; Q5VXV6; Q7Z6M5; Q9P0V0","ENSG00000197694","Neutrophil degranulation; Sensory processing of sound by inner hair cells of the cochlea; Sensory processing of sound by outer hair cells of the cochlea; Interaction between L1 and Ankyrins; COPI-mediated anterograde transport; RHOV GTPase cycle; RHOU GTPase cycle; Nephrin family interactions; RAF/MAP kinase cascade; NCAM signaling for neurite out-growth; Caspase-mediated cleavage of cytoskeletal proteins","Fas ligand pathway and stress induction of heat shock proteins",12,0,81.3,82.5,85.2,120.8,113.5,136.9,109,99.6,91.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S1031(100); S1186(99.3); S1190(100); S1217(100); S1323(100)]",0,"ENSG00000197694"
"417","ZNF282",-0.638333766697591,6.61198705775767,-5.10650968500186,0.000524315732331723,0.00205199826178746,-0.576853338717518,"DOWN",FALSE,"High","Master Protein","Q9UDV7","Zinc finger protein 282 [OS=Homo sapiens]",0,6.077,3,1,1,1,1,671,74.2,5.9,2.83,1,"other biological processes","nucleus","nucleic acid binding activity;other molecular function","Pf00096, Pf01352","8427","B4DRI5; hsa:8427; O43691; Q6DKK0; Q9UDV7","ENSG00000170265","Generic Transcription Pathway",NA,1,0,135.2,109.6,108.3,68.4,78.9,71.3,113.6,95.1,112.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S319(99.2)]",0,"ENSG00000170265"
"418","TJP1",0.33851332034279,6.67093348082183,5.1004428627525,0.000528836204985195,0.0020647384845355,-0.58594984109131,"NONE",FALSE,"High","Master Protein","Q07157","Tight junction protein ZO-1 [OS=Homo sapiens]",0,147.687,9,11,13,24,3,1748,195.3,6.7,74.71,11,"cell adhesion;cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","other molecular function","Pf00595, Pf00625, Pf00791, Pf07653","7082","B4E3K1; hsa:7082; Q07157; Q2NKP3; Q4ZGJ6","ENSG00000104067; ENSG00000277401","RUNX1 regulates expression of components of tight junctions; Signaling by Hippo; Regulation of gap junction activity; SARS-CoV-2 targets PDZ proteins in cell-cell junction; Apoptotic cleavage of cell adhesion  proteins","Epithelial to mesenchymal transition in colorectal cancer; MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement; Gastrin signaling pathway; Disruption of postsynaptic signaling by CNV; 1q21.1 copy number variation syndrome; 15q11q13 copy number variation",11,8,84.8,82.3,86.2,106.9,111.9,116.4,106.5,111.5,115.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S178(100); S212(100); T589(100); S617(100); S912(100); S968(100); S1051(100); S1278(100); S1617(100)]",0,"ENSG00000104067"
"419","NADK",0.779325441520077,6.59900866550804,5.09242792577404,0.000534872392898815,0.00208332158761543,-0.597975247119373,"UP",FALSE,"High","Master Protein","O95544","NAD kinase [OS=Homo sapiens]",0,10.552,3,1,1,1,1,446,49.2,6.47,3.67,1,"other metabolic processes;other biological processes","cytosol","kinase activity;other molecular function","Pf01513, Pf20143","65220","A6NNN3; A8K296; B7Z434; F5GXR5; hsa:65220; O95544; Q5QPS4; Q9H2P2; Q9H931","ENSG00000008130","Nicotinate metabolism","NAD+ metabolism; 1p36 copy number variation syndrome",3,0,56.3,60.5,60.7,85.8,95.1,130.4,122,167.3,162.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S64(100)]",0,"ENSG00000008130"
"420","PHKB",-0.439111720705172,6.6360461935612,-5.07896906363136,0.000545175205550534,0.00211367827484627,-0.618188875466864,"NONE",FALSE,"High","Master Protein","Q93100","Phosphorylase b kinase regulatory subunit beta [OS=Homo sapiens]",0,22.336,3,2,2,6,2,1093,124.8,6.95,20.39,2,"other metabolic processes","plasma membrane;other membranes;cytosol;other cell component","other molecular function","Pf00723, Pf19292","5257","hsa:5257; Q8N4T5; Q93100","ENSG00000102893","Glycogen breakdown (glycogenolysis)","Glycogen synthesis and degradation",2,0,97.6,108.5,96.2,69.6,64.9,85.1,117.2,129.9,129.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S27(100); S701(98.8)]",0,"ENSG00000102893"
"421","SNX17",0.46389331597838,6.66141519340665,5.07886399615438,0.00054525646673424,0.00211367827484627,-0.618346774509701,"NONE",FALSE,"High","Master Protein","Q15036","Sorting nexin-17 [OS=Homo sapiens]",0,47.144,8,3,3,6,3,470,52.9,7.46,19.15,3,"other metabolic processes;transport;developmental processes;signal transduction;other biological processes","other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","Pf00787, Pf18116, Pf21271, Pf21273","9784","B4DQM7; hsa:9784; Q15036; Q53HN7; Q6IAS3","ENSG00000115234",NA,NA,0,0,86,74.6,85.6,117,109.8,123.6,102.3,115.1,104.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S336(99.6); S409(100); S421(99.6)]",0,"ENSG00000115234"
"422","CCDC9",-0.71236195706738,6.53581319563717,-5.07680618534675,0.000546850635745473,0.00211483468610571,-0.621439636225535,"DOWN",FALSE,"High","Master Protein","Q9Y3X0","Coiled-coil domain-containing protein 9 [OS=Homo sapiens]",0,18.171,6,2,2,3,2,531,59.7,5.4,8.69,2,NA,"nucleus","nucleic acid binding activity","Pf15266","26093","hsa:26093; Q9Y3X0","ENSG00000105321",NA,"IL-18 signaling pathway",1,0,125.6,138.2,116.7,67.4,86.6,72,91,74.5,95.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S80(100); S386(100)]",0,"ENSG00000105321"
"423","MIA3",1.01078542846699,6.61679880704448,5.06518187460592,0.000555950177883435,0.00214494253027368,-0.638921977213269,"UP",FALSE,"High","Master Protein","Q5JRA6","Transport and Golgi organization protein 1 homolog [OS=Homo sapiens]",0,28.846,3,2,2,4,2,1907,213.6,4.84,17.03,2,"cell organization and biogenesis;stress response;transport;developmental processes;other biological processes","other membranes;ER/Golgi;other cell component","other molecular function","Pf07653","375056","A8K2S0; A8MT05; A8MT13; B7Z430; hsa:375056; Q14083; Q3S4X3; Q5JRA5; Q5JRA6; Q5JRB0; Q5JRB1; Q5JRB2; Q6UVY8; Q86Y60; Q8N8M5; Q92580","ENSG00000154305","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Cargo concentration in the ER","Type I collagen synthesis in the context of osteogenesis imperfecta",4,0,69.9,61.2,75,149.9,163.7,118.6,123.1,79.6,95,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S727(100); S1906(100)]",0,"ENSG00000154305"
"424","SMC3",-0.73086574630554,6.48429329082718,-5.04299927349821,0.000573768019750656,0.00220846558545535,-0.672336007595045,"DOWN",FALSE,"High","Master Protein","Q9UQE7","Structural maintenance of chromosomes protein 3 [OS=Homo sapiens]",0,15.2,2,1,3,4,1,1217,141.5,7.18,15.41,1,"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;nucleic acid binding activity;other molecular function","Pf02463, Pf06470","9126","A8K156; hsa:9126; O60464; Q5T482; Q9UQE7","ENSG00000108055","Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; SUMOylation of DNA damage response and repair proteins; Meiotic synapsis; Estrogen-dependent gene expression; Establishment of Sister Chromatid Cohesion; Cohesin Loading onto Chromatin","Cell cycle; Retinoblastoma gene in cancer; MECP2 and associated Rett syndrome; Prion disease pathway; Regulation of sister chromatid separation at the metaphase-anaphase transition; Cohesin complex - Cornelia de Lange syndrome; SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome; 10q22q23 copy number variation",15,0,124.9,134.8,144.3,80,65.3,93.8,61.2,79.2,78.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S1067(100)]",0,"ENSG00000108055"
"425","NOS1AP",0.395531486857968,6.62805975466408,5.02270109563391,0.000590608780530248,0.00226793771723615,-0.702971901594445,"NONE",FALSE,"High","Master Protein","O75052","Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein [OS=Homo sapiens]",0,57.52,7,2,8,14,2,506,56.1,6.3,41.18,2,"cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component","other molecular function","Pf00640","9722","B7ZLF5; hsa:9722; O43564; O75052; Q3T551; Q5VU95","ENSG00000198929",NA,"Sudden infant death syndrome (SIDS) susceptibility pathways",1,0,85.4,88,88.7,119.1,132.8,112,93.3,97.9,91.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S266(99.5); S371(100); S374(100)]",0,"ENSG00000198929"
"426","DGCR8",-0.432916487174304,6.59883470770927,-5.02082474317502,0.000592192045277673,0.00226867938472573,-0.705806778855953,"NONE",FALSE,"High","Master Protein","Q8WYQ5","Microprocessor complex subunit DGCR8 [OS=Homo sapiens]",0,13.658,3,1,1,1,1,773,86,5.95,3.74,1,"RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00035","54487","B2R8G1; hsa:54487; Q6DCB2; Q6MZE9; Q6Y2L0; Q8WYQ5; Q96G39; Q96GP8; Q9H6L8; Q9H6T7; Q9NRW2","ENSG00000128191","Transcriptional Regulation by MECP2; MicroRNA (miRNA) biogenesis","miRNA biogenesis; exRNA mechanism of action and biogenesis; DDX1 as a regulatory component of the Drosha microprocessor; 22q11.2 copy number variation syndrome",6,0,118.9,117.8,125.1,82.6,85.4,102,90.5,86,85.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S377(100)]",0,"ENSG00000128191"
"427","PHACTR2",0.637229670384259,6.67296134768356,5.00337325771481,0.000607137176482893,0.00231959115079461,-0.73219685089508,"UP",FALSE,"High","Master Protein","O75167","Phosphatase and actin regulator 2 [OS=Homo sapiens]",0,15.033,5,2,2,2,2,634,69.7,8.16,3.67,2,"cell organization and biogenesis","plasma membrane;other membranes","enzyme regulator activity;cytoskeletal activity","Pf02755","9749","A6NKP5; A7MCZ5; A8MZC0; B2RWP7; B4DN76; B4DPB5; B4DTH7; hsa:9749; O75167; Q5TFA0; Q68DM2","ENSG00000112419","Platelet degranulation",NA,1,0,74.3,84.9,83.1,140.7,108.2,130.7,108.7,97.7,98.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T25(99.5); S237(99.1)]",0,"ENSG00000112419"
"428","SPG21",-0.511894381868937,6.61625722788623,-5.00200698802468,0.000608324149840742,0.00231959115079461,-0.734264715942044,"DOWN",FALSE,"High","Master Protein","Q9NZD8","Maspardin [OS=Homo sapiens]",0,4.28,3,1,1,2,1,308,34.9,6.28,4.49,1,"signal transduction","other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding","Pf00561","51324","B4DW44; Q6ZMB6; Q9NZD8","ENSG00000090487",NA,NA,0,0,114.9,114.8,103.5,79.6,73.9,75.3,103.5,98.2,125.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S304(100)]",0,"ENSG00000090487"
"429","PLEKHA6",0.551312908625608,6.63037881043805,5.00034238937816,0.000609773660387034,0.00231969840035347,-0.73678445780956,"UP",FALSE,"High","Master Protein","Q9Y2H5","Pleckstrin homology domain-containing family A member 6 [OS=Homo sapiens]",0,30.401,3,2,2,2,2,1048,117.1,9.1,9.56,2,NA,NA,NA,"Pf00169","22874","A7MD51; hsa:22874; Q5VTI6; Q9Y2H5","ENSG00000143850","Synthesis of PIPs at the plasma membrane",NA,1,0,91.9,82.9,77.5,131.4,130.1,119.1,101.6,88.4,91,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S777(100); S867(100)]",0,"ENSG00000143850"
"430","LARP1",0.404392228479845,6.66963057458239,4.99136880549829,0.000617651693111399,0.00233978714128215,-0.750374649033129,"NONE",FALSE,"High","Master Protein","Q6PKG0","La-related protein 1 [OS=Homo sapiens]",0,146.662,13,10,15,30,10,1096,123.4,8.82,99.2,10,"cell cycle OR cell proliferation;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;other cell component","translation activity;nucleic acid binding activity;other molecular function","Pf05383, Pf21071","23367","hsa:23367; O94836; Q6PKG0; Q8N4M2; Q8NB73; Q9UFD7","ENSG00000155506","SARS-CoV-2 activates/modulates innate and adaptive immune responses","Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins; SARS-CoV-2 innate immunity evasion and cell-specific immune response; Network map of SARS-CoV-2 signaling pathway",4,0,81.8,84.8,85.4,115,130.8,108.2,104.4,105.2,113.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S90(100); S215(100); S517(100); T526(100); S548(100); S766(100); S774(100); T785(100); T788(100); S850(98.6)]",0,"ENSG00000155506"
"431","PLEKHA5",0.406195285329582,6.66555602323031,4.99106339538051,0.000617921726649881,0.00233978714128215,-0.750837380277386,"NONE",FALSE,"High","Master Protein","Q9HAU0","Pleckstrin homology domain-containing family A member 5 [OS=Homo sapiens]",0,61.556,8,6,6,10,6,1116,127.4,7.53,36.05,6,"developmental processes","cytosol;nucleus;other cell component","other molecular function","Pf00169, Pf00397","54477","A0JP03; B4DGS1; E9PHQ3; F5H0I0; hsa:54477; Q6NSF8; Q86ST7; Q8N3K6; Q96DY9; Q9BVR4; Q9C0H7; Q9H924; Q9HAU0; Q9NVK8","ENSG00000052126","Synthesis of PIPs at the plasma membrane",NA,1,0,90.4,87.1,91.5,122.1,115.9,128,102.1,92.6,94.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S410(100); T438(100); T460(100); S809(100); S855(100); S933(100)]",0,"ENSG00000052126"
"432","NOPCHAP1",0.53605042740069,6.64048921663233,4.97651561480241,0.000630931901426703,0.00238352051650088,-0.772894010907329,"UP",FALSE,"High","Master Protein","Q8N5I9","NOP protein chaperone 1 [OS=Homo sapiens]",0,12.556,6,1,1,1,1,185,20.1,5.22,4.01,1,"cell organization and biogenesis","nucleus","other molecular function","Pf15370","121053","Q8N5I9","ENSG00000151131",NA,NA,0,0,72.2,70.5,67.3,97,129.5,98.5,130,129,135.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S178(100)]",0,"ENSG00000151131"
"433","PKM",-0.510780736879676,6.56784038641242,-4.97301189145305,0.0006341089107161,0.00238999016694844,-0.778210596177813,"DOWN",FALSE,"High","Master Protein","P14618","Pyruvate kinase PKM [OS=Homo sapiens]",0,197.92,35,15,16,25,15,531,57.9,7.84,83.51,15,"cell organization and biogenesis;other metabolic processes;other biological processes","non-structural extracellular;cytosol;ER/Golgi;nucleus;other cell component","nucleic acid binding activity;kinase activity;other molecular function","Pf00224, Pf02887","5315","A6NFK3; B2R5N8; B3KRY0; B4DFX8; B4DUU6; hsa:5315; P14618; P14786; Q53GK4; Q96E76; Q9BWB5; Q9UCV6; Q9UPF2","ENSG00000067225","Neutrophil degranulation","Photodynamic therapy-induced HIF-1 survival signaling; Amino acid metabolism; Clear cell renal cell carcinoma pathways; Metabolic reprogramming in colon cancer; Aerobic glycolysis; Glycolysis in senescence; Glucose metabolism in triple-negative breast cancer cells; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders",10,0,121.6,118.7,114.5,86.9,63.6,96.1,82.8,97.7,89.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S37(100); S127(100)]",0,"ENSG00000067225"
"434","RMDN3",-0.418701091508249,6.60172767246615,-4.96141988274127,0.000644742589817818,0.00242446983083567,-0.795812625297961,"NONE",FALSE,"High","Master Protein","Q96TC7","Regulator of microtubule dynamics protein 3 [OS=Homo sapiens]",0,46.289,13,2,2,8,2,470,52.1,5.1,28.22,2,"other biological processes","other membranes;cytoskeleton;mitochondrion;nucleus;other cell component","cytoskeletal activity","Pf21033","55177","A9UMZ9; B3KRR3; hsa:55177; Q6ZWE9; Q96H23; Q96SD6; Q96TC7; Q9H6G1; Q9NVQ6","ENSG00000137824",NA,NA,0,0,113.6,105.7,100.2,74.2,75.7,86,104.4,102,114.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S46(100); S212(100)]",0,"ENSG00000137824"
"435","CXADR",0.523047483065058,6.65053612170799,4.95361850360977,0.000652006337118002,0.00244614791304961,-0.807669265951566,"UP",FALSE,"High","Master Protein","P78310","Coxsackievirus and adenovirus receptor [OS=Homo sapiens]",0,4.546,3,1,1,5,1,365,40,7.56,14.78,1,"cell adhesion;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes","non-structural extracellular;plasma membrane;other membranes;nucleus;other cell component","signal transduction activity or receptor binding;other molecular function","Pf07686, Pf13927","1525","B2R8V8; B7WPI3; D3YHP0; hsa:1525; O00694; P78310; Q8WWT6; Q8WWT7; Q8WWT8; Q9UKV4","ENSG00000154639","Cell surface interactions at the vascular wall; Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","Acute viral myocarditis; 15q11q13 copy number variation",4,0,87.1,80,75.6,122,123.2,117.2,111,109.1,93.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S332(100)]",0,"ENSG00000154639"
